0:0:0:0:0:0:0:1 - - [19/Aug/2024:12:09:20 +0900] "GET /JavaScript/javascipt/exam00 HTTP/1.1" 404 842
0:0:0:0:0:0:0:1 - - [19/Aug/2024:12:12:54 +0900] "GET /JavaScript/javascipt/exam00.htm%20l HTTP/1.1" 404 850
0:0:0:0:0:0:0:1 - - [19/Aug/2024:12:12:58 +0900] "GET /JavaScript/javascipt/exam00.html HTTP/1.1" 404 847
0:0:0:0:0:0:0:1 - - [19/Aug/2024:12:13:01 +0900] "GET /JavaScript/javascipt/exam01.html HTTP/1.1" 404 847
0:0:0:0:0:0:0:1 - - [19/Aug/2024:12:13:03 +0900] "GET /JavaScript/javascipt/exam01.html HTTP/1.1" 404 847
0:0:0:0:0:0:0:1 - - [19/Aug/2024:12:14:59 +0900] "GET /JavaScript/javascript/exam01.html HTTP/1.1" 404 848
0:0:0:0:0:0:0:1 - - [19/Aug/2024:12:15:19 +0900] "GET /JavaScript/javascript/exam01.html HTTP/1.1" 404 848
127.0.0.1 - - [19/Aug/2024:12:15:37 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [19/Aug/2024:12:16:14 +0900] "GET /JavaScript/javascript/exam01.html HTTP/1.1" 200 553
0:0:0:0:0:0:0:1 - - [19/Aug/2024:12:22:59 +0900] "GET /JavaScript/javascript/exam02.html HTTP/1.1" 200 696
0:0:0:0:0:0:0:1 - - [19/Aug/2024:12:26:53 +0900] "GET /JavaScript/javascript/exam02-let.html HTTP/1.1" 200 213
0:0:0:0:0:0:0:1 - - [19/Aug/2024:12:27:37 +0900] "GET /JavaScript/javascript/exam02-let.html HTTP/1.1" 200 215
0:0:0:0:0:0:0:1 - - [19/Aug/2024:12:27:37 +0900] "GET /JavaScript/javascript/exam02-let.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:12:27:38 +0900] "GET /JavaScript/javascript/exam02-let.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:12:27:38 +0900] "GET /JavaScript/javascript/exam02-let.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:12:27:38 +0900] "GET /JavaScript/javascript/exam02-let.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:12:27:38 +0900] "GET /JavaScript/javascript/exam02-let.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:12:27:39 +0900] "GET /JavaScript/javascript/exam02-let.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:12:27:46 +0900] "GET /JavaScript/javascript/exam02-let.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:12:30:31 +0900] "GET /JavaScript/javascript/exam02-let.html HTTP/1.1" 200 346
0:0:0:0:0:0:0:1 - - [19/Aug/2024:12:34:32 +0900] "GET /JavaScript/javascript/exam02-var.html HTTP/1.1" 200 444
0:0:0:0:0:0:0:1 - - [19/Aug/2024:12:35:06 +0900] "GET /JavaScript/javascript/exam02-const.html HTTP/1.1" 200 450
0:0:0:0:0:0:0:1 - - [19/Aug/2024:12:37:41 +0900] "GET /JavaScript/javascript/exam02-const.html HTTP/1.1" 200 485
0:0:0:0:0:0:0:1 - - [19/Aug/2024:12:41:43 +0900] "GET /JavaScript/javascript/exam03.html HTTP/1.1" 200 591
0:0:0:0:0:0:0:1 - - [19/Aug/2024:12:45:18 +0900] "GET /JavaScript/javascript/exam04.html HTTP/1.1" 200 510
0:0:0:0:0:0:0:1 - - [19/Aug/2024:14:11:30 +0900] "GET /JavaScript/javascript/exam05.html HTTP/1.1" 200 397
0:0:0:0:0:0:0:1 - - [19/Aug/2024:14:20:47 +0900] "GET /JavaScript/javascript/exam06.html HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [19/Aug/2024:14:21:20 +0900] "GET /JavaScript/javascript/exam06.html HTTP/1.1" 200 529
0:0:0:0:0:0:0:1 - - [19/Aug/2024:14:26:07 +0900] "GET /JavaScript/javascript/exam07.html HTTP/1.1" 200 542
0:0:0:0:0:0:0:1 - - [19/Aug/2024:14:31:56 +0900] "GET /JavaScript/javascript/exam07.html HTTP/1.1" 200 596
0:0:0:0:0:0:0:1 - - [19/Aug/2024:14:32:24 +0900] "GET /JavaScript/javascript/exam07.html HTTP/1.1" 200 628
0:0:0:0:0:0:0:1 - - [19/Aug/2024:14:33:36 +0900] "GET /JavaScript/javascript/exam07.html HTTP/1.1" 200 747
0:0:0:0:0:0:0:1 - - [19/Aug/2024:14:33:51 +0900] "GET /JavaScript/javascript/exam07.html HTTP/1.1" 200 775
0:0:0:0:0:0:0:1 - - [19/Aug/2024:14:37:51 +0900] "GET /JavaScript/javascript/exam07.html HTTP/1.1" 200 824
0:0:0:0:0:0:0:1 - - [19/Aug/2024:14:41:55 +0900] "GET /JavaScript/javascript/exam08.html HTTP/1.1" 200 367
0:0:0:0:0:0:0:1 - - [19/Aug/2024:14:44:27 +0900] "GET /JavaScript/javascript/exam08.html HTTP/1.1" 200 416
0:0:0:0:0:0:0:1 - - [19/Aug/2024:14:44:27 +0900] "GET /JavaScript/javascript/exam08.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:14:44:28 +0900] "GET /JavaScript/javascript/exam08.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:14:45:26 +0900] "GET /JavaScript/javascript/exam08.html HTTP/1.1" 200 416
0:0:0:0:0:0:0:1 - - [19/Aug/2024:15:15:42 +0900] "GET /JavaScript/javascript/exam09.html HTTP/1.1" 200 715
0:0:0:0:0:0:0:1 - - [19/Aug/2024:15:15:48 +0900] "GET /JavaScript/javascript/exam09.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:15:15:49 +0900] "GET /JavaScript/javascript/exam09.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:15:15:50 +0900] "GET /JavaScript/javascript/exam09.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:15:15:56 +0900] "GET /JavaScript/javascript/exam09.html HTTP/1.1" 200 736
0:0:0:0:0:0:0:1 - - [19/Aug/2024:15:19:25 +0900] "GET /JavaScript/javascript/exam10.html HTTP/1.1" 200 329
0:0:0:0:0:0:0:1 - - [19/Aug/2024:15:19:33 +0900] "GET /JavaScript/javascript/exam10.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:15:19:34 +0900] "GET /JavaScript/javascript/exam10.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:15:19:35 +0900] "GET /JavaScript/javascript/exam10.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:15:19:35 +0900] "GET /JavaScript/javascript/exam10.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:15:19:35 +0900] "GET /JavaScript/javascript/exam10.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:15:19:36 +0900] "GET /JavaScript/javascript/exam10.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:15:19:36 +0900] "GET /JavaScript/javascript/exam10.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:15:19:36 +0900] "GET /JavaScript/javascript/exam10.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:15:19:36 +0900] "GET /JavaScript/javascript/exam10.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:15:19:36 +0900] "GET /JavaScript/javascript/exam10.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:15:19:37 +0900] "GET /JavaScript/javascript/exam10.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:15:19:37 +0900] "GET /JavaScript/javascript/exam10.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:15:19:37 +0900] "GET /JavaScript/javascript/exam10.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:15:19:37 +0900] "GET /JavaScript/javascript/exam10.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:15:19:38 +0900] "GET /JavaScript/javascript/exam10.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:15:19:38 +0900] "GET /JavaScript/javascript/exam10.html HTTP/1.1" 200 331
0:0:0:0:0:0:0:1 - - [19/Aug/2024:15:19:38 +0900] "GET /JavaScript/javascript/exam10.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:15:19:38 +0900] "GET /JavaScript/javascript/exam10.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:15:19:38 +0900] "GET /JavaScript/javascript/exam10.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:15:19:39 +0900] "GET /JavaScript/javascript/exam10.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:15:19:39 +0900] "GET /JavaScript/javascript/exam10.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:15:19:39 +0900] "GET /JavaScript/javascript/exam10.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:15:19:39 +0900] "GET /JavaScript/javascript/exam10.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:15:21:54 +0900] "GET /JavaScript/javascript/exam11.html HTTP/1.1" 200 300
0:0:0:0:0:0:0:1 - - [19/Aug/2024:15:21:56 +0900] "GET /JavaScript/javascript/exam11.html HTTP/1.1" 304 -
